NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,TARGET,EXT_SOURCE_2,EXT_SOURCE_3,DAYS_REGISTRATION,DAYS_LAST_PHONE_CHANGE
Cash loans,F,N,Working,Secondary / secondary special,0,0.6025610442787039,0.7850520263728172,-5781.0,-1481.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.6030741451136565,0.5147465544741232,-2093.0,-4.0
Cash loans,M,N,Commercial associate,Secondary / secondary special,1,0.5547997070931854,0.5147465544741232,-1862.0,-257.0
Cash loans,M,Y,Working,Higher education,0,0.5693961203708325,0.6817058776720116,-1753.0,0.0
Revolving loans,M,Y,Commercial associate,Secondary / secondary special,0,0.6879008586718606,0.5370699579791587,-4424.0,-684.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.5638975423682838,0.4848514754962666,-10537.0,-1081.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.5719463697572809,0.2115507642052577,-8082.0,-396.0
Revolving loans,F,N,Pensioner,Secondary / secondary special,0,0.5631660485969128,0.6545292802242897,-11735.0,-980.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.6883701479276736,0.2176285202779586,-2970.0,-456.0
Cash loans,M,Y,Pensioner,Higher education,0,0.7508683626054357,0.7738956942145427,-8638.0,-1718.0
Revolving loans,M,Y,Commercial associate,Higher education,0,0.7299976758282278,0.5147465544741232,-8942.0,-681.0
Cash loans,M,N,Commercial associate,Secondary / secondary special,1,0.7068817040006329,0.3031463744186309,-697.0,-398.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.6090103303292008,0.8327850252992314,-452.0,-241.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.517155731697502,0.5147465544741232,-5119.0,-2014.0
Cash loans,M,N,Pensioner,Secondary / secondary special,0,0.2929628586027528,0.5147465544741232,-3129.0,0.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.6378562637416866,0.4311917977993083,-4892.0,-1900.0
Cash loans,M,Y,Commercial associate,Secondary / secondary special,0,0.585810877947448,0.5147465544741232,-3264.0,-1309.0
Cash loans,M,Y,Commercial associate,Higher education,1,0.4455713286373088,0.2636468134452008,-3386.0,-624.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.1982921262330164,0.3108182544189319,-143.0,0.0
Cash loans,M,Y,Commercial associate,Secondary / secondary special,0,0.4634227414324017,0.2985949897873972,-1138.0,-457.0
Revolving loans,F,N,Working,Secondary / secondary special,1,0.6627965073879476,0.5147465544741232,-8020.0,-793.0
Cash loans,M,Y,Commercial associate,Incomplete higher,0,0.7370967058986762,0.7992967832109371,-2306.0,-952.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.4174330301295451,0.5919766183185521,-6778.0,-748.0
Cash loans,M,N,Commercial associate,Higher education,1,0.6400708438613559,0.3312508645909018,-5095.0,-916.0
Cash loans,M,N,Working,Incomplete higher,0,0.7117690704445635,0.6594055320683344,-4167.0,-463.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.5868080289890685,0.5147465544741232,-2.0,-1881.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.4799436772429673,0.6161216908872079,-8197.0,-1782.0
Cash loans,F,N,Working,Secondary / secondary special,1,0.0633275602423509,0.7281412993111438,-6225.0,-107.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.4441456226663119,0.3360615207658242,-2200.0,-911.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.1975839070148714,0.5147465544741232,-9440.0,-871.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.2591353595877134,0.178760465484575,-8845.0,-2632.0
Revolving loans,M,N,Commercial associate,Secondary / secondary special,0,0.6383259043399121,0.5028782772082183,-8247.0,-376.0
Revolving loans,F,Y,Commercial associate,Secondary / secondary special,0,0.6971386304277619,0.7751552674785404,-4501.0,-1412.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.7219194369942555,0.5147465544741232,-9575.0,-105.0
Cash loans,M,N,Working,Incomplete higher,0,0.46031930725211,0.7076993447402619,-5067.0,-541.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.3551256437854799,0.6006575372857061,-4423.0,-1872.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.4513045452858517,0.5147465544741232,-1649.0,-1557.0
Cash loans,F,N,Working,Higher education,0,0.594405809686534,0.7091891096653581,-1422.0,-1158.0
Revolving loans,F,N,Working,Higher education,1,0.687120987020943,0.5147465544741232,-5330.0,-1588.0
Revolving loans,M,N,Commercial associate,Higher education,0,0.0304897565913523,0.1595195404777181,-663.0,0.0
Cash loans,M,N,Working,Incomplete higher,0,0.4005941387381219,0.1929422277169508,-4607.0,0.0
Cash loans,F,Y,Pensioner,Secondary / secondary special,0,0.7800926127822719,0.6109913280868294,-15337.0,-2688.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,1,0.5734286949171314,0.511891801533151,-3735.0,-1252.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.1596792335026377,0.3807996826489149,-6760.0,-1662.0
Cash loans,F,Y,State servant,Secondary / secondary special,0,0.6381390896799526,0.248535557339522,-7634.0,-1273.0
Cash loans,F,Y,Working,Higher education,0,0.5879898967607589,0.816092360478441,-68.0,-1225.0
Cash loans,F,N,Working,Higher education,0,0.6415355497890021,0.7281412993111438,-6586.0,-2314.0
Revolving loans,F,N,State servant,Secondary / secondary special,0,0.688712485090889,0.6910212267577837,-9008.0,-290.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.2496912051800906,0.6577838002083306,-9465.0,-272.0
Cash loans,M,Y,State servant,Higher education,0,0.7467883839386033,0.7121551551910698,-438.0,-1038.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.6793597375042812,0.4902575124990026,-6478.0,-1614.0
Cash loans,F,Y,Commercial associate,Higher education,0,0.6461037890254693,0.6144143775673561,-2130.0,-974.0
Cash loans,F,N,State servant,Higher education,0,0.6898037697013999,0.6594055320683344,-6693.0,-1083.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.5956125250768408,0.3344541255096772,-727.0,-1296.0
Cash loans,F,N,Working,Incomplete higher,0,0.2337121250888623,0.3556387169923543,-2913.0,-179.0
Cash loans,F,N,Working,Higher education,0,0.5300608455353579,0.445396241560834,-72.0,-599.0
Cash loans,F,N,Working,Higher education,0,0.6687668433099678,0.2580842039460289,-12003.0,-1989.0
Revolving loans,F,N,Working,Secondary / secondary special,0,0.3120507353864371,0.6006575372857061,-8483.0,-106.0
Cash loans,M,Y,Commercial associate,Secondary / secondary special,0,0.6575275952668811,0.5954562029091491,-462.0,-1797.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.6068942389686699,0.5549467685334323,-9640.0,0.0
Cash loans,M,N,Commercial associate,Secondary / secondary special,0,0.5913180016827957,0.4382813743111921,-823.0,-410.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.1136451658963302,0.5147465544741232,-9253.0,-961.0
Cash loans,F,N,Pensioner,Secondary / secondary special,1,0.6593275927784785,0.7407990879702335,-7810.0,-2174.0
Cash loans,F,N,State servant,Secondary / secondary special,1,0.4419386817670597,0.3672910183026313,-2726.0,-726.0
Cash loans,F,N,Pensioner,Higher education,0,0.2460587926023757,0.3490552510751822,-4335.0,-804.0
Cash loans,M,N,Working,Secondary / secondary special,1,0.6492574362362493,0.5147465544741232,-4660.0,-854.0
Cash loans,M,N,Pensioner,Higher education,0,0.6497054805701349,0.7738956942145427,-4321.0,-1252.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.4755733868048963,0.3962195720630885,-7528.0,-1231.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.3724935317864952,0.324891229465852,-4734.0,-1339.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.5643277031764917,0.7338145369642702,-6029.0,-1134.0
Cash loans,M,Y,Working,Higher education,0,0.775710152979941,0.7700870700124128,-2546.0,-2012.0
Cash loans,F,N,State servant,Higher education,0,0.5518811898093817,0.4276573700350293,-7122.0,-1359.0
Cash loans,M,Y,Working,Higher education,0,0.5376737922519702,0.3962195720630885,-5299.0,-721.0
Cash loans,F,N,State servant,Secondary / secondary special,0,0.6203266128158782,0.5147465544741232,-2817.0,-530.0
Cash loans,M,N,Commercial associate,Secondary / secondary special,0,0.6272901756927368,0.5147465544741232,-4110.0,-125.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.7339147021061345,0.5147465544741232,-5762.0,-2235.0
Revolving loans,F,N,Working,Higher education,0,0.52664958863223,0.5147465544741232,-3018.0,-220.0
Cash loans,M,Y,Working,Higher education,0,0.5870572058822118,0.2896112383820055,-351.0,0.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.6622586890283507,0.3842068130556564,-10374.0,-171.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.3205482834407718,0.7407990879702335,-5055.0,-489.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.3453820529066221,0.6347055309763198,-7954.0,-602.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.4183532989349841,0.8193176922872417,-7772.0,-712.0
Cash loans,F,N,Working,Higher education,0,0.3548602682895984,0.7490217048463391,-7650.0,0.0
Cash loans,F,Y,Working,Higher education,0,0.7216515704399938,0.5147465544741232,-4376.0,-355.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.5509075458378659,0.6446794549585961,-7575.0,0.0
Cash loans,F,Y,Commercial associate,Higher education,0,0.5807827753033573,0.5814837058057234,-436.0,-1924.0
Cash loans,M,Y,State servant,Secondary / secondary special,0,0.314699792851935,0.6446794549585961,-6607.0,0.0
Cash loans,F,N,Pensioner,Higher education,0,0.5004501688513721,0.6512602186973006,-3529.0,-288.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.5602858429097418,0.5531646987710016,-4860.0,-1749.0
Revolving loans,M,N,Commercial associate,Secondary / secondary special,0,0.5666166640762814,0.6413682574954046,-668.0,-877.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.3351523713683337,0.5147465544741232,-2678.0,-943.0
Revolving loans,F,N,Working,Higher education,0,0.6217007698516961,0.7252764347002191,-1333.0,-211.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.4885452749777275,0.622922000268356,-725.0,-1013.0
Cash loans,F,N,Working,Higher education,0,0.7810888440689868,0.5147465544741232,-7667.0,-3286.0
Cash loans,F,N,Pensioner,Higher education,0,0.6313863164168162,0.6212263380626669,-7481.0,-322.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.6631336513521565,0.3689687382528466,-8775.0,-259.0
Revolving loans,F,N,Working,Secondary / secondary special,0,0.4927150272659504,0.5762088360175724,-4660.0,-1947.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.6703924236397789,0.6347055309763198,-7429.0,-2184.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.7427229920676243,0.248535557339522,-4152.0,-223.0
Cash loans,F,Y,Pensioner,Secondary / secondary special,0,0.5275217248587635,0.6674577419214722,-6876.0,-1311.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.5383858124006656,0.3046721837533529,-695.0,0.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.4399657061957668,0.5147465544741232,-4004.0,-2184.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.5147465544741233,0.7570690154522959,-10292.0,0.0
Revolving loans,F,N,Working,Incomplete higher,0,0.5940736304285732,0.4722533429586386,-744.0,-842.0
Cash loans,F,N,Working,Higher education,0,0.5176034754865235,0.5147465544741232,-115.0,-928.0
Cash loans,M,Y,Commercial associate,Higher education,0,0.7030430237910228,0.6347055309763198,-6533.0,-779.0
Cash loans,F,Y,Working,Higher education,0,0.6387952807820876,0.722392890081304,-4457.0,-2707.0
Revolving loans,M,Y,Working,Secondary / secondary special,0,0.3223608001470298,0.4956658291397297,-379.0,0.0
Cash loans,F,Y,Commercial associate,Higher education,0,0.7174816554382704,0.6910212267577837,-6700.0,-3193.0
Revolving loans,M,N,Commercial associate,Higher education,0,0.7055796315251894,0.6894791426446275,-437.0,-1304.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.7223406763452098,0.3825018041447388,-9241.0,-401.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.4001846450475213,0.4596904504249018,-1671.0,-220.0
Cash loans,F,Y,Pensioner,Secondary / secondary special,0,0.2358650921350049,0.4956658291397297,-431.0,-2081.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.6275304354888024,0.5478104658520093,-2351.0,-2134.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.3451398314908011,0.4848514754962666,-2582.0,-277.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.3992349476769046,0.6075573001388961,-6919.0,-1272.0
Cash loans,M,N,Commercial associate,Higher education,0,0.6159857388399107,0.816092360478441,-280.0,-6.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.6822110370329325,0.7850520263728172,-8246.0,-290.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.1621921059592286,0.7136313997323308,-2648.0,0.0
Cash loans,F,N,Working,Higher education,0,0.5895253365010477,0.2164029605152194,-670.0,-1785.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.4940213847105347,0.7106743858828587,-3977.0,-236.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.2759813113601732,0.5147465544741232,-570.0,-497.0
Cash loans,M,N,Working,Higher education,0,0.5749524549780007,0.3589512285783967,-7428.0,-255.0
Cash loans,F,N,Working,Higher education,0,0.6424301888382754,0.5147465544741232,-11441.0,-3179.0
Cash loans,F,Y,Pensioner,Secondary / secondary special,0,0.4765442628497353,0.5147465544741232,-6740.0,0.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.5870837114405147,0.2955826421513093,-7785.0,-318.0
Cash loans,F,N,Working,Secondary / secondary special,1,0.3828546260973466,0.6577838002083306,-2248.0,-175.0
Cash loans,F,N,Commercial associate,Lower secondary,0,0.5941790935040991,0.5691487713619409,-6988.0,0.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.6864106648136737,0.3689687382528466,-3512.0,-930.0
Cash loans,M,N,Working,Higher education,0,0.6624983145982638,0.3123653692278984,-4436.0,-787.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.5085840660981163,0.5147465544741232,-2557.0,-756.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.3409951313388538,0.7713615919194317,-8560.0,-394.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.6169835834287339,0.7544061731797895,-7992.0,-1598.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.5071083688442035,0.434733248750173,-5522.0,-521.0
Cash loans,F,N,Working,Higher education,0,0.740598757888047,0.1183643263674006,-4440.0,-873.0
Cash loans,M,Y,Commercial associate,Secondary / secondary special,0,0.6566998426961956,0.5744466170995097,-4895.0,-1457.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.4697686031183767,0.3490552510751822,-10919.0,-2680.0
Revolving loans,F,N,Working,Secondary / secondary special,0,0.6398239518317564,0.1841161559307151,-401.0,-137.0
Cash loans,F,N,Commercial associate,Higher education,0,0.5923639258829647,0.5147465544741232,-1573.0,-416.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.743399339593283,0.5316861425197883,-9375.0,-2507.0
Cash loans,F,Y,State servant,Secondary / secondary special,1,0.5530976848226857,0.5147465544741232,-3851.0,-491.0
Cash loans,F,N,Pensioner,Secondary / secondary special,1,0.4787702987149992,0.2896112383820055,-2086.0,-709.0
Cash loans,F,N,Pensioner,Higher education,0,0.5198253812285469,0.5673792367572691,-11009.0,0.0
Revolving loans,F,Y,Working,Incomplete higher,0,0.5858851582245171,0.5147465544741232,-2808.0,-503.0
Cash loans,M,Y,Pensioner,Secondary / secondary special,0,0.5565921934706924,0.4974688893052743,-4554.0,0.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.6211142887259925,0.5147465544741232,-10679.0,-2683.0
Cash loans,M,Y,Working,Higher education,0,0.4899769399174565,0.4848514754962666,-1147.0,-2123.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.1172944006306933,0.5147465544741232,-3377.0,-1204.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.2866216680174043,0.5147465544741232,-1389.0,-535.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.5769552301578396,0.7047064232963289,-2229.0,-732.0
Cash loans,F,N,State servant,Secondary / secondary special,0,0.5162110120088199,0.6263042766749393,-6596.0,0.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.4516673789312612,0.4830501881366946,-3388.0,-1421.0
Cash loans,F,N,Pensioner,Higher education,0,0.7181416440957648,0.5585066276769286,-2617.0,-559.0
Cash loans,M,Y,Commercial associate,Secondary / secondary special,0,0.7313832859966444,0.3791004853998145,-11581.0,-724.0
Cash loans,M,N,Commercial associate,Secondary / secondary special,0,0.1604053214783667,0.6263042766749393,-1920.0,-113.0
Cash loans,F,N,Working,Secondary / secondary special,1,0.6439758710733596,0.746300213050371,-528.0,-642.0
Cash loans,M,N,Commercial associate,Incomplete higher,0,0.59998692849535,0.475849908720221,-5242.0,-555.0
Cash loans,F,N,State servant,Secondary / secondary special,0,0.1361078927521779,0.6075573001388961,-3169.0,-1152.0
Cash loans,F,Y,Pensioner,Secondary / secondary special,0,0.4494370506711652,0.5147465544741232,-11714.0,-2274.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.2974351428482553,0.5147465544741232,-10711.0,-1623.0
Cash loans,M,Y,Working,Higher education,0,0.031152083125895,0.5919766183185521,-4717.0,-2282.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.4921903249169826,0.5638350489514956,-3087.0,0.0
Cash loans,F,N,Commercial associate,Higher education,0,0.6191207060449163,0.326475210066026,-807.0,-1.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.6561376101306043,0.0677939106412593,-3811.0,-960.0
Cash loans,F,N,Working,Secondary / secondary special,1,0.36816434724707,0.4014074137749511,-7122.0,-461.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.6998052061076738,0.7530673920730478,-9757.0,-435.0
Revolving loans,M,N,Commercial associate,Higher education,0,0.7251781006717687,0.3876253444214701,-4954.0,-537.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.3819560034981632,0.5147465544741232,-5013.0,0.0
Cash loans,F,N,Working,Higher education,0,0.7546572854718478,0.5147465544741232,-6579.0,-1115.0
Cash loans,F,Y,Pensioner,Higher education,0,0.7326573217324037,0.6006575372857061,-1421.0,-781.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.3025091547684759,0.6195277080511546,-10289.0,0.0
Cash loans,F,N,Working,Secondary / secondary special,1,0.6638708798977976,0.5147465544741232,-1451.0,-1089.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.6504764934117311,0.4118485559242397,-1489.0,-455.0
Revolving loans,M,Y,Working,Higher education,0,0.5860071816270582,0.6413682574954046,-12186.0,-1369.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.3952190206521118,0.4276573700350293,-8491.0,0.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.5567594897311525,0.5147465544741232,-985.0,0.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.5073980533296117,0.6801388218428291,-6181.0,-1993.0
Cash loans,M,Y,Commercial associate,Secondary / secondary special,0,0.5713038044693347,0.3944954053123993,-454.0,-968.0
Cash loans,F,N,Pensioner,Higher education,0,0.7488421047053685,0.5147465544741232,-3682.0,-822.0
Cash loans,M,Y,Commercial associate,Secondary / secondary special,0,0.4004208744272568,0.5147465544741232,-3331.0,-664.0
Cash loans,F,N,State servant,Secondary / secondary special,0,0.1071210103171236,0.5147465544741232,-2006.0,-2333.0
Revolving loans,F,N,Commercial associate,Secondary / secondary special,0,0.6068003285087242,0.2418614865234661,-4961.0,-595.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.0468363659609791,0.5147465544741232,-6599.0,-1555.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.5437072121400618,0.4471785780453068,-9675.0,-1009.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.0137123452641777,0.6127042441012546,-7198.0,-1684.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.7058521203646159,0.4048783643353997,-10149.0,-643.0
Cash loans,M,Y,Pensioner,Secondary / secondary special,0,0.636693657318655,0.5147465544741232,-5466.0,-2225.0
Cash loans,F,Y,Commercial associate,Secondary / secondary special,0,0.4587985916063294,0.4418358231994413,-1294.0,-666.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.6265332027025744,0.6785676886853644,-7259.0,-1538.0
Cash loans,F,N,Pensioner,Secondary / secondary special,1,0.5100978664959669,0.0005272652387098,-2030.0,-262.0
Cash loans,F,Y,Working,Secondary / secondary special,1,0.6204759597069982,0.1221797440301585,-4593.0,-2445.0
Cash loans,F,N,Pensioner,Secondary / secondary special,1,0.5757592055780811,0.5147465544741232,-11962.0,-1502.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.6555601266945397,0.7503751495159068,-547.0,-2412.0
Cash loans,F,N,Pensioner,Higher education,0,0.6287052648768787,0.4848514754962666,-1884.0,-2164.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.7077915985496257,0.6512602186973006,-525.0,-1958.0
Revolving loans,F,N,Commercial associate,Secondary / secondary special,0,0.5669388269960463,0.8061492814355136,-9879.0,-2569.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.5859063804435214,0.6313545365850379,-8689.0,-924.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.4725310840930553,0.6347055309763198,-3087.0,-226.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.1444527217687788,0.5147465544741232,-703.0,0.0
Cash loans,F,N,Commercial associate,Higher education,0,0.6960525277054669,0.3409064264152384,-3084.0,-1929.0
Cash loans,M,N,Pensioner,Secondary / secondary special,0,0.2908836109580191,0.4188542886233217,-3169.0,0.0
Revolving loans,F,Y,Working,Secondary / secondary special,0,0.2441893907617875,0.5147465544741232,-137.0,-825.0
Cash loans,F,N,Commercial associate,Higher education,0,0.7715436053354513,0.3328505641648731,-4738.0,-1272.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.5300989753038224,0.5424451438613613,-1547.0,-1512.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.4998433435672068,0.3474182272002641,-3813.0,-1088.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.2685079885250965,0.5989262182569273,-1232.0,-1954.0
Cash loans,M,Y,State servant,Higher education,1,0.1530369448085861,0.2103502286944494,-179.0,-1493.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.3561479196960994,0.5147465544741232,-2376.0,-582.0
Cash loans,M,Y,Working,Higher education,0,0.6598676814217849,0.4241303111942548,-1526.0,-169.0
Cash loans,F,Y,Commercial associate,Higher education,0,0.4510121498571548,0.5442347412142162,-6186.0,-598.0
Cash loans,F,N,Commercial associate,Higher education,0,0.5892183870560738,0.5147465544741232,-10582.0,-1708.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.6079058821878743,0.4223696523543468,-889.0,-283.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.4497292614726948,0.8027454758994178,-9265.0,-619.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.5913866989491036,0.5147465544741232,-9814.0,-471.0
Cash loans,F,Y,Commercial associate,Higher education,0,0.4519436002035981,0.3572932680336494,-890.0,-2.0
Cash loans,F,N,Working,Incomplete higher,1,0.2000885267061168,0.221335206354466,-3080.0,-309.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.7625535342579832,0.4206109640437848,-1779.0,-10.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.7835318125085446,0.3910549766342248,-9955.0,-278.0
Cash loans,M,N,Pensioner,Secondary / secondary special,0,0.5793232449149389,0.5147465544741232,-3836.0,-1393.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.1093391593480393,0.8050196619153701,-1004.0,-837.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.2015520083126886,0.5147465544741232,-320.0,-3.0
Cash loans,F,Y,Working,Higher education,0,0.4890206554849536,0.5147465544741232,-2635.0,-794.0
Cash loans,M,Y,Commercial associate,Higher education,0,0.7513834295038401,0.6545292802242897,-8590.0,-971.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.0788875398300744,0.1075321758024709,-6724.0,0.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.6700589298631926,0.2636468134452008,-224.0,-1833.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.5404448871322305,0.7136313997323308,-9571.0,0.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.4945297393147371,0.4188542886233217,-8767.0,-2915.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.463471680535959,0.2778856891082046,-3633.0,-516.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.6453684291157313,0.7062051096536562,-5891.0,-351.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.5907682953567336,0.7662336700704004,-6856.0,-1135.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.1513412256698168,0.5147465544741232,-6852.0,-1133.0
Cash loans,F,Y,Working,Higher education,0,0.6932742309309081,0.2366108235287817,-2969.0,-1456.0
Cash loans,F,Y,State servant,Secondary / secondary special,0,0.6076817315726109,0.3046721837533529,-6954.0,-895.0
Cash loans,F,N,Commercial associate,Higher education,0,0.6397735566087567,0.5147465544741232,-1190.0,0.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.4807133162187435,0.2091546988410069,-9119.0,-1921.0
Revolving loans,F,N,Commercial associate,Secondary / secondary special,0,0.6379168773456432,0.6109913280868294,-2468.0,-1976.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.3685357634153931,0.6528965519806539,-4130.0,-466.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.6644756899666373,0.8193176922872417,-9906.0,-1741.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.5004447019601558,0.0982185952628723,-5783.0,-1608.0
Cash loans,F,Y,Working,Higher education,0,0.20534377628589,0.5814837058057234,-2991.0,-6.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.7029745386448262,0.5147465544741232,-5494.0,-848.0
Revolving loans,F,N,Commercial associate,Secondary / secondary special,0,0.6810911403986215,0.5147465544741232,-6820.0,-836.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.6201772431307991,0.1008037063175332,-10483.0,-790.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.7145514413786264,0.5147465544741232,-10432.0,-284.0
Cash loans,M,N,Commercial associate,Secondary / secondary special,0,0.796068112428041,0.8357765157975799,-8447.0,-1704.0
Cash loans,M,Y,Pensioner,Secondary / secondary special,0,0.184937222107909,0.7713615919194317,-4256.0,-830.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.5813949325723964,0.6706517530862718,-8552.0,-706.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.5566677482123471,0.5832379256761245,-783.0,-1540.0
Cash loans,F,N,Working,Higher education,0,0.7426812040599191,0.5656079814115492,-3253.0,-1047.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.5996352424838551,0.6127042441012546,-1562.0,-668.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.7377064663865069,0.3296550543128238,-3701.0,-80.0
Cash loans,M,Y,Working,Higher education,0,0.5529841719555953,0.7476633896301825,-2588.0,-771.0
Cash loans,F,Y,Commercial associate,Higher education,0,0.6353521498801643,0.3791004853998145,-6904.0,-1129.0
Revolving loans,M,N,Working,Secondary / secondary special,0,0.0056277095432095,0.5147465544741232,-8974.0,0.0
